,age,number_of_time_30_59_days_past_due_not_worse,debt_ratio,monthly_income,number_of_times_90_days_late,number_real_estate_loans_or_lines,number_of_time_60_89_days_past_due_not_worse,number_of_dependents,monthly_income_max,revolving_utilization_of_unsecured_lines_impute,debt_ratio_impute,serious_dlqin_2yrs
38805,4,0,5,0,0,1,0,1,2,4,1,0
72741,0,0,1,2,0,0,0,0,4,6,1,0
73978,2,0,3,7,0,3,0,2,9,1,2,0
58653,6,0,7,0,0,1,0,3,3,1,0,0
41386,2,0,7,0,0,2,0,2,4,7,0,0
41950,5,0,4,5,0,2,0,0,7,0,3,0
48834,5,0,1,8,0,1,0,1,10,1,1,0
28380,2,0,3,6,0,2,0,1,8,5,2,0
78996,2,0,5,1,0,2,0,2,2,6,1,0
148214,2,0,2,5,0,1,0,0,7,1,1,0
14316,6,0,1,3,0,0,0,0,5,7,1,0
3128,10,1,5,0,0,0,0,0,0,0,0,0
53104,7,0,6,0,0,0,0,0,0,1,0,0
97018,4,0,5,0,0,1,0,1,2,2,1,0
110815,10,0,6,0,0,0,0,0,0,0,0,0
139820,7,0,6,0,0,0,0,0,1,1,0,0
147636,0,0,1,1,0,0,0,2,2,6,1,0
119574,4,1,3,6,0,2,0,2,8,1,2,0
140584,5,0,1,5,0,1,0,0,7,0,1,0
53149,0,0,0,0,0,0,0,0,0,0,0,0
114567,4,1,2,5,0,1,0,0,7,7,1,0
66772,3,0,5,6,0,2,0,0,8,3,4,0
120685,8,0,5,2,0,0,0,0,4,5,4,0
68868,7,0,2,4,0,1,0,0,5,1,1,0
124409,3,0,1,5,0,1,0,1,7,1,1,0
144789,0,0,2,5,0,2,0,0,7,2,1,0
10143,6,1,2,5,0,2,0,0,7,0,1,0
74652,3,0,7,0,0,2,0,2,3,6,0,0
107624,6,2,1,4,1,0,0,2,5,7,1,1
99523,7,0,1,4,1,0,0,0,5,1,1,0
141795,3,0,1,5,0,1,0,1,7,5,1,0
118420,10,0,6,0,0,0,0,0,1,1,0,0
2742,3,2,3,8,0,2,0,2,10,1,2,0
50324,0,2,1,2,1,0,0,2,4,6,1,1
125314,3,2,5,4,1,3,1,2,5,0,1,0
148918,10,0,0,5,0,0,0,0,7,1,0,0
93793,0,0,1,4,0,0,0,0,5,1,1,0
24672,4,0,1,6,0,1,0,2,8,4,1,0
88285,7,0,5,3,0,1,0,3,5,1,4,0
16288,6,0,7,0,0,2,0,0,4,1,0,0
18816,9,1,2,6,0,2,0,0,8,5,1,0
26310,5,1,1,8,0,3,0,2,10,1,1,0
75696,3,0,1,8,0,2,0,0,10,2,1,0
54560,4,0,1,7,0,0,0,0,9,6,1,0
148547,2,0,5,6,0,1,0,0,8,1,4,0
61742,10,0,4,2,0,1,0,0,4,4,3,0
74275,9,0,1,1,0,1,0,0,3,1,1,0
43969,4,0,1,7,0,0,0,0,9,7,1,0
32078,6,0,1,1,0,0,0,0,2,1,1,0
42422,9,0,0,3,0,0,0,0,5,1,1,0
12262,10,0,1,8,0,1,0,2,10,1,1,0
17768,5,0,7,0,0,1,0,1,4,5,0,0
101741,0,0,6,0,0,0,0,0,1,0,0,0
114778,0,0,3,0,0,0,1,1,7,0,2,1
31886,6,0,1,3,0,0,0,0,5,1,1,0
96895,8,0,7,0,0,1,0,1,2,2,0,0
117479,6,0,7,0,0,2,0,1,1,0,0,0
63855,8,0,7,0,0,0,0,0,10,0,0,0
32427,8,0,5,4,0,2,0,0,5,2,4,0
109303,0,0,3,5,0,1,0,0,7,4,2,0
63590,4,0,1,5,0,0,0,1,7,6,1,1
4449,10,0,4,4,0,1,0,0,5,3,3,0
141294,3,0,6,0,0,0,0,3,1,1,0,0
125519,6,0,6,0,0,1,0,0,1,1,0,0
17627,4,0,3,3,0,1,0,1,5,1,2,0
22671,3,0,7,0,0,2,0,0,9,1,0,0
87359,7,0,7,0,0,2,0,0,2,0,0,0
113038,7,0,4,8,0,2,0,0,10,6,3,0
145264,1,0,7,0,0,1,0,0,2,1,0,0
7871,5,0,7,0,0,1,0,0,2,5,0,0
70835,10,0,6,0,0,0,0,0,0,1,0,0
18516,7,2,1,8,1,1,0,0,10,1,1,0
133999,4,0,1,5,0,1,0,2,7,1,1,0
46388,3,2,1,7,0,0,0,3,9,5,1,0
56759,2,0,1,4,0,0,0,2,6,7,1,0
126539,8,0,1,8,0,1,0,0,10,0,1,0
142863,9,0,1,1,0,0,0,0,3,4,1,0
82500,4,0,2,5,0,1,0,0,7,2,1,0
109887,7,0,7,0,0,3,0,0,5,1,0,0
82206,5,0,1,5,0,0,0,2,7,1,1,0
14132,2,0,1,8,0,1,0,3,10,1,1,0
49440,8,0,1,1,0,0,0,0,2,4,1,0
145005,7,0,7,0,0,1,0,0,2,0,0,0
120021,8,0,1,8,0,1,0,0,10,5,1,0
95123,3,0,2,8,0,2,0,1,10,2,1,0
26237,2,1,4,3,0,1,0,1,5,1,3,0
71226,2,0,1,2,0,0,1,1,4,6,1,0
113405,5,0,3,1,0,0,0,0,2,7,2,0
4903,2,0,2,7,0,1,0,2,9,1,1,0
63740,4,0,7,0,0,2,0,3,2,1,0,0
135731,5,0,1,5,0,0,0,0,7,1,1,0
146252,7,2,7,0,0,2,0,0,9,5,0,0
103000,10,0,0,0,0,0,0,0,0,0,0,0
23699,6,1,0,8,0,1,0,3,10,1,1,0
127751,8,0,6,0,0,0,0,0,0,0,0,0
2225,8,0,1,2,0,0,0,0,4,4,1,0
7350,4,0,1,7,0,1,0,3,9,4,1,0
96863,4,0,3,8,0,3,0,2,10,4,2,0
129856,7,0,1,8,0,1,0,3,10,1,1,0
33964,6,0,1,7,0,1,0,1,9,7,1,0
84389,10,0,0,4,0,0,0,0,6,1,1,0
137995,4,0,1,8,0,1,0,3,10,0,1,0
78928,7,0,6,0,0,1,0,0,1,0,0,0
7944,7,0,5,2,0,2,0,0,4,5,1,0
10654,5,0,0,5,1,0,0,0,7,0,1,0
33780,4,2,5,3,1,1,1,3,5,7,1,1
147262,5,0,2,8,0,1,0,2,10,1,1,0
33309,10,0,0,5,0,0,0,0,7,0,0,0
32663,6,0,2,7,0,2,0,0,9,4,1,0
112932,4,0,1,8,0,1,0,3,10,1,1,0
4402,8,1,7,0,0,2,0,0,3,0,0,0
21039,4,0,1,1,0,0,0,2,2,1,1,0
125654,4,0,2,4,0,1,0,2,6,1,1,0
108086,8,0,1,6,0,0,0,0,8,1,1,0
144657,3,0,7,0,0,1,0,0,2,1,0,0
108725,3,0,5,0,0,1,0,1,2,5,1,0
59509,8,0,1,3,0,0,0,0,5,1,1,0
125840,2,0,5,2,0,1,0,3,4,2,4,0
127694,10,0,6,0,0,0,0,0,1,1,0,0
114707,4,0,5,8,0,3,0,2,10,3,4,0
6013,7,0,1,6,0,1,0,0,8,0,1,0
37298,7,1,5,8,0,3,0,1,10,5,4,0
138656,6,0,1,1,0,0,0,0,2,5,1,0
47204,7,0,6,0,0,1,0,0,1,7,0,0
37219,5,0,7,0,0,1,0,1,2,1,0,1
40310,10,0,1,5,0,2,0,0,7,0,1,0
15369,6,0,6,0,0,0,0,0,1,0,0,0
63002,5,0,2,7,0,2,1,0,9,2,1,0
89867,3,0,4,4,0,2,0,1,5,4,3,0
93558,7,0,0,0,0,0,0,0,0,0,0,0
25184,8,0,7,0,0,1,0,0,2,3,0,0
119968,2,0,6,0,0,0,0,0,1,5,0,0
61867,0,0,0,1,0,0,0,0,3,1,1,0
120899,4,0,1,8,0,1,0,0,10,1,1,0
87061,6,0,1,8,0,2,0,0,10,0,1,0
48211,6,0,1,8,0,1,0,0,10,2,1,0
132771,1,0,1,5,0,1,0,2,7,7,1,0
17978,4,0,6,0,0,1,0,0,1,0,0,0
81446,8,0,1,2,0,0,0,0,3,0,1,0
128104,4,0,5,6,0,1,0,3,8,6,4,0
132764,4,0,2,4,0,1,0,0,6,1,1,0
4790,8,0,0,8,0,0,0,1,10,1,0,0
72696,5,0,2,5,0,2,0,0,7,1,1,0
6586,7,0,2,8,0,3,0,0,10,0,1,0
83562,2,0,1,4,0,1,0,0,6,0,1,0
26376,7,0,1,6,0,2,0,3,8,1,1,0
79034,7,0,1,5,0,0,0,1,7,5,1,0
102086,0,0,2,6,0,1,0,3,8,1,1,0
16189,7,0,6,0,0,1,0,0,1,0,0,0
39082,10,0,5,0,0,0,0,0,0,7,0,0
48307,0,0,1,1,0,0,0,0,3,4,1,0
113,9,0,1,8,0,2,0,1,10,0,1,0
39282,0,0,0,2,0,0,0,0,3,7,0,0
92470,6,0,1,8,0,2,0,3,10,1,1,0
107285,0,0,0,2,0,0,0,0,4,1,0,0
118843,5,0,1,8,0,2,0,0,10,0,1,0
218,8,0,1,5,0,2,0,0,7,5,1,0
40868,6,0,2,8,0,1,0,1,10,1,1,0
28257,8,1,7,0,0,1,0,3,8,1,0,0
34483,4,0,6,0,0,1,0,0,1,4,0,0
131589,1,0,1,4,0,1,0,0,6,0,1,0
68157,3,0,6,0,0,0,0,0,0,1,0,0
128972,4,0,1,8,0,3,0,0,10,0,1,0
138787,7,0,3,5,0,1,0,3,7,3,2,0
36849,8,0,1,5,0,0,0,0,7,0,1,0
38174,10,1,2,5,0,0,0,0,7,7,1,0
77839,6,0,1,4,0,1,0,3,6,1,1,0
50598,4,0,1,8,0,2,0,3,10,1,1,0
52040,7,0,4,8,0,2,0,0,10,6,3,0
123385,2,0,1,8,0,2,0,3,10,1,1,0
39650,10,0,1,7,0,0,0,0,9,1,1,0
65602,4,0,7,0,0,2,0,0,2,1,0,0
59112,7,0,3,6,0,0,0,0,8,7,2,0
47443,0,0,0,0,0,0,0,0,2,7,0,0
84095,10,0,1,2,0,0,0,0,4,2,1,0
117828,4,0,0,1,0,0,0,0,3,1,1,0
95804,3,0,1,2,0,0,0,2,4,0,1,0
123063,10,0,0,0,0,0,0,0,0,0,0,0
146801,7,0,5,5,0,2,0,0,7,7,4,0
133854,6,0,1,8,0,1,0,3,10,1,1,0
53478,2,0,7,0,0,1,0,0,3,1,0,0
123191,6,0,7,0,0,1,0,0,6,3,0,0
15299,3,0,0,0,0,0,0,2,0,0,0,0
120347,9,0,6,0,0,0,0,0,1,1,0,0
59295,7,0,1,5,0,1,0,0,7,1,1,0
18077,10,1,3,1,0,0,0,0,2,5,2,0
70695,4,0,5,0,0,1,0,0,2,3,1,0
46017,1,0,4,3,0,1,0,3,5,6,3,0
11216,3,0,1,4,0,0,0,3,5,1,1,0
119190,1,0,4,4,0,2,0,0,6,3,3,0
75911,0,0,6,0,0,0,0,0,0,1,0,0
22211,4,2,3,5,0,1,0,3,7,7,2,0
37388,9,0,7,0,0,2,0,0,2,1,0,0
120905,8,0,6,0,0,0,0,0,0,1,0,0
59880,2,0,7,0,0,2,0,3,2,0,0,0
71351,1,0,2,5,0,1,0,1,7,0,1,0
27005,3,0,1,5,0,1,0,0,7,5,1,0
50617,9,0,7,0,0,1,0,2,2,1,0,0
24225,6,0,1,8,0,2,0,1,10,0,1,0
117527,4,0,7,0,0,1,0,2,2,2,0,0
15742,10,1,4,4,0,1,0,2,5,0,3,0
42969,10,0,3,6,0,2,0,0,8,2,2,0
75020,4,1,3,5,0,2,0,1,7,1,2,1
17018,4,0,1,8,0,1,0,2,10,3,1,0
85300,5,0,1,7,0,2,0,1,9,1,1,0
15581,8,0,1,8,0,1,0,0,10,1,1,0
53681,4,0,6,0,0,0,0,0,1,7,0,0
123663,10,0,0,3,0,0,0,0,5,1,0,0
58853,4,1,1,7,0,1,0,3,9,7,1,0
86507,4,0,1,8,0,1,0,3,10,1,1,0
80386,2,0,3,3,0,3,0,1,5,1,2,0
15114,10,0,0,5,0,0,0,0,7,1,0,0
84241,6,0,6,0,1,0,0,0,0,7,0,0
104560,1,0,3,2,1,0,1,3,4,7,2,1
40228,3,0,7,0,1,0,0,2,2,6,0,1
137671,10,0,1,0,0,0,0,0,2,1,1,0
52423,7,0,3,8,0,3,0,0,10,4,2,0
113344,3,1,1,4,0,0,0,0,6,7,1,0
73586,8,0,4,1,0,0,0,0,2,3,3,0
14716,9,0,1,4,0,0,0,1,5,1,1,0
130037,8,0,5,5,0,3,0,0,7,1,4,0
104995,8,0,0,3,0,0,0,0,5,0,0,0
123579,6,0,4,8,0,3,0,0,10,1,3,0
128950,1,0,1,8,0,0,0,1,10,1,1,0
7910,4,0,1,4,0,0,0,1,6,0,1,0
128077,8,0,1,6,0,2,0,2,8,1,1,0
3873,9,1,1,3,1,0,0,0,5,0,1,1
53980,5,0,5,3,0,2,0,0,5,7,4,0
37141,0,0,0,0,0,0,0,0,1,7,1,0
88648,1,0,1,1,0,0,0,0,2,4,1,0
101794,3,0,6,0,0,0,0,3,0,1,0,0
89478,2,0,2,5,0,1,0,0,7,1,1,0
50268,2,0,5,1,0,2,0,2,3,2,1,0
134836,5,2,3,4,0,1,1,2,6,5,2,1
26621,0,0,1,5,0,1,0,2,7,1,1,0
32788,4,0,1,8,0,2,0,2,10,1,1,0
88761,4,2,4,3,0,1,0,2,5,1,3,0
115517,9,0,1,7,0,1,0,0,9,1,1,0
65563,2,0,1,8,0,1,1,3,10,6,1,0
7321,4,1,7,0,0,1,0,2,2,2,0,0
80230,0,0,5,3,0,1,0,0,5,3,4,0
149278,0,0,1,2,0,0,0,0,4,0,1,0
62371,5,2,1,5,1,2,1,3,7,1,1,1
26317,5,0,3,4,0,2,0,1,6,1,2,0
106166,2,0,2,4,0,1,0,1,6,1,1,0
121088,0,0,1,1,0,0,0,0,2,6,1,1
54267,4,0,3,5,0,1,0,0,7,0,2,0
123715,5,0,2,0,0,0,0,2,2,0,1,0
56826,2,0,7,0,0,1,0,2,2,5,0,0
105415,5,0,1,4,0,1,0,0,6,1,1,0
12575,0,0,1,2,0,0,0,0,4,7,1,0
70697,6,1,7,0,0,1,0,0,4,2,0,0
119998,9,0,3,6,0,1,0,0,8,3,2,0
27206,1,2,1,3,1,0,0,3,5,7,1,0
96553,8,0,6,0,0,0,0,0,0,1,0,0
139672,0,0,0,3,0,0,0,0,5,3,0,0
118663,3,0,1,8,0,1,0,2,10,2,1,0
23245,9,0,1,7,0,0,0,2,9,3,1,0
34552,7,0,4,5,0,1,0,0,7,1,3,0
58575,0,0,2,2,1,1,0,0,4,1,1,1
149489,10,0,0,5,0,0,0,0,7,1,0,0
39750,4,1,4,5,0,2,0,2,7,1,3,0
49584,7,0,5,8,0,2,0,0,10,1,4,0
81564,7,0,1,4,0,1,0,0,6,6,1,0
15061,8,2,1,5,0,1,0,0,7,1,1,0
104303,6,0,7,0,0,2,0,0,4,3,0,0
32494,9,0,6,0,0,0,0,0,0,1,0,0
121554,1,0,7,0,0,1,0,0,6,5,0,0
122988,6,0,7,0,0,2,0,0,2,1,0,0
148985,4,0,1,5,0,1,0,1,7,1,1,0
54983,4,0,3,8,0,2,0,3,10,6,2,0
63366,9,0,3,4,0,1,0,0,5,4,2,0
137877,2,0,5,5,0,1,0,0,7,6,4,0
41387,10,1,6,0,0,1,0,0,1,0,0,0
51408,5,0,1,5,0,0,0,1,7,7,1,0
58669,4,1,1,7,0,1,0,0,9,1,1,0
9429,7,0,1,5,0,1,0,1,7,5,1,0
68599,4,0,1,8,0,1,0,3,10,3,1,0
145391,7,0,4,8,0,3,0,0,10,5,3,0
39922,10,0,6,0,0,0,0,0,0,1,0,0
114830,4,0,1,7,0,1,0,0,9,1,1,0
47941,4,0,1,2,0,0,0,0,4,1,1,0
91144,8,0,2,8,0,3,0,0,10,1,1,0
11611,2,0,1,4,0,0,0,1,5,5,1,0
42778,0,0,1,2,0,0,0,0,4,1,1,0
137627,6,0,0,7,0,0,0,0,9,0,0,0
117400,2,0,1,5,0,1,0,2,7,1,1,0
93200,0,0,0,0,0,0,0,0,0,0,0,0
35152,5,0,2,8,0,2,0,0,10,1,1,0
50893,4,0,1,7,0,1,0,1,9,4,1,0
33665,0,0,1,5,0,0,0,0,7,1,1,0
114951,1,1,4,4,0,2,0,0,6,7,3,0
148012,1,2,5,1,1,1,1,0,2,6,4,0
142638,2,1,4,5,0,3,0,1,7,4,3,0
138440,0,0,1,5,0,2,0,2,7,1,1,0
28076,1,0,1,8,0,0,0,3,10,5,1,0
40373,3,1,1,5,0,1,0,0,7,7,1,0
20061,5,0,5,2,0,3,0,0,4,5,1,1
89690,2,0,1,5,0,0,0,3,7,5,1,0
35983,0,0,1,5,0,0,0,0,7,2,1,0
87132,1,0,1,5,0,1,0,0,7,1,1,0
46355,3,0,1,6,0,2,0,1,8,0,1,0
95792,1,0,7,0,0,3,0,0,2,2,0,0
4150,10,0,4,4,0,1,0,0,5,5,3,0
88938,0,0,2,5,0,2,0,0,7,1,1,0
91994,3,0,7,0,0,1,0,0,4,1,0,0
90081,3,0,1,6,0,1,0,3,8,1,1,0
26419,4,0,1,3,0,1,0,0,5,1,1,0
113304,10,1,1,5,0,2,0,0,7,1,1,0
50684,4,2,4,5,1,1,0,2,7,7,3,0
126789,8,0,7,0,0,2,0,0,4,1,0,0
11021,3,0,4,7,0,1,0,3,9,0,3,0
138441,9,0,0,3,0,0,0,0,5,1,1,0
122873,6,0,1,8,0,2,0,0,10,1,1,0
112964,6,0,7,0,0,1,0,1,2,1,0,0
119298,8,0,1,3,0,0,0,0,5,1,1,0
136189,9,0,6,0,0,0,0,0,0,1,0,0
47397,4,0,6,0,0,1,0,0,1,1,0,0
34600,4,0,3,7,0,2,0,2,9,7,2,0
79927,9,0,1,4,0,0,0,0,6,0,1,0
137512,4,0,4,8,0,2,0,1,10,0,3,0
49610,5,0,4,7,0,2,0,0,9,1,3,0
42867,9,0,3,8,0,2,0,2,10,1,2,0
139986,8,0,7,0,0,2,0,0,4,1,0,0
69940,7,0,7,0,0,1,0,0,2,1,0,0
56109,4,0,6,0,0,0,0,0,0,1,0,0
32867,1,0,6,0,0,0,0,0,1,5,0,0
19168,4,0,5,8,0,3,0,3,10,7,4,0
94446,9,0,1,6,0,1,0,0,8,1,1,0
135129,6,1,2,2,0,0,0,1,4,6,1,0
131011,3,0,7,0,0,2,0,0,7,2,0,0
9776,10,0,6,0,0,1,0,0,1,0,0,0
12449,4,1,1,7,0,1,0,0,9,1,1,0
20242,7,0,1,3,0,1,0,0,5,7,1,0
64512,6,1,1,5,0,1,1,2,7,0,1,0
75045,4,0,1,8,0,3,0,2,10,7,1,0
114184,7,0,5,5,0,2,0,0,7,4,1,0
123539,4,0,0,6,0,0,0,0,8,1,0,0
140769,8,1,1,6,0,2,0,0,8,1,1,0
35393,4,0,1,5,0,0,0,1,7,7,1,0
74083,10,0,0,1,0,0,0,0,2,0,0,0
64435,2,0,5,2,0,2,0,0,4,1,4,0
104620,0,0,1,0,0,0,0,0,1,7,1,0
33732,2,0,7,0,0,1,0,0,2,1,0,0
3494,5,0,1,8,0,0,0,0,10,1,1,0
5380,10,0,6,0,0,0,0,0,0,0,0,0
42343,6,0,1,5,0,0,0,1,7,1,1,0
55464,9,0,6,0,0,0,0,0,0,1,0,0
72725,9,0,1,5,0,0,0,1,7,0,1,0
142223,4,0,1,6,0,1,0,3,8,1,1,0
56614,2,0,1,6,0,0,0,2,8,4,1,0
50207,3,0,1,1,0,0,0,0,3,2,1,0
44390,4,1,5,0,1,1,0,3,1,0,1,0
17435,10,0,6,0,0,0,0,0,0,0,0,0
61140,7,0,1,2,0,0,0,0,4,1,1,0
72769,5,0,1,4,0,0,0,0,6,0,1,0
129381,8,0,0,0,0,0,0,0,1,0,0,0
105193,4,0,1,5,0,1,0,3,7,1,1,0
112853,10,0,0,2,0,0,0,0,3,1,1,0
133641,4,0,4,5,0,2,0,1,7,5,3,0
20624,9,0,6,0,1,0,1,0,1,7,0,1
42557,0,0,1,6,0,0,0,0,8,3,1,0
2156,4,0,3,3,0,1,0,3,5,0,2,0
111869,3,0,2,5,0,1,1,0,7,2,1,0
43681,0,0,1,7,0,0,0,0,9,7,1,0
133564,7,0,5,1,0,1,0,2,3,5,1,0
142833,2,0,1,3,0,1,0,0,5,1,1,0
33649,7,0,7,0,0,0,0,2,2,6,0,0
36424,6,0,6,0,0,0,0,0,1,0,0,0
52587,0,0,1,5,0,0,0,0,7,1,1,0
51103,5,1,7,0,1,0,0,0,1,6,0,0
90447,10,0,0,0,0,0,0,0,0,0,0,0
8967,8,0,1,8,0,1,0,0,10,1,1,0
3540,4,0,7,0,0,1,0,0,2,0,0,0
6329,4,0,1,8,0,1,0,0,10,1,1,0
121434,9,0,5,4,0,2,0,1,6,7,4,0
114768,0,0,1,8,0,2,0,0,10,5,1,0
113393,4,0,3,8,0,1,0,2,10,7,2,0
41631,0,1,1,4,0,0,0,0,6,1,1,0
9231,6,1,5,2,0,2,0,2,4,3,1,1
73792,8,0,1,8,0,2,0,0,10,1,1,0
81063,7,0,5,0,0,1,0,0,1,1,1,0
68467,9,0,1,8,0,1,0,0,10,1,1,0
135575,9,0,1,4,0,1,0,0,5,1,1,0
123041,8,0,1,8,0,2,0,0,10,0,1,0
35387,6,2,3,8,0,3,0,0,10,4,2,0
133599,1,2,5,2,0,3,0,1,4,1,1,1
53947,7,0,6,0,0,0,0,0,0,1,0,0
90987,10,0,6,0,0,0,0,0,0,0,0,0
129240,2,0,1,5,0,2,0,2,7,1,1,0
115467,5,0,3,3,0,1,0,1,5,1,2,0
52895,9,0,7,0,0,1,0,0,2,7,0,0
35180,7,1,1,4,1,0,0,0,6,4,1,0
71056,8,0,5,5,0,3,0,0,7,6,1,1
146506,1,0,1,8,0,1,0,1,10,1,1,0
63311,1,0,6,0,0,0,0,0,1,5,0,0
10126,2,0,7,0,0,1,0,1,2,5,0,1
56468,10,0,1,1,0,1,0,0,2,1,1,0
138530,4,0,1,5,0,0,0,0,7,6,1,0
36670,7,1,5,3,0,1,0,0,5,4,1,0
45935,3,1,6,0,0,0,0,2,1,1,0,0
78344,9,1,5,7,0,3,0,0,9,0,4,0
114165,4,0,7,0,0,2,0,0,2,0,0,0
101536,5,0,1,1,0,0,0,0,2,6,1,0
61120,5,0,1,5,0,0,0,3,7,0,1,0
68781,10,0,3,6,0,0,0,1,8,5,3,0
39290,5,0,7,0,0,1,0,3,2,0,0,0
24735,10,0,7,0,0,3,0,0,9,6,0,0
26350,3,0,1,5,0,0,0,1,7,1,1,0
63524,5,0,5,1,0,1,1,0,2,4,4,0
54384,0,1,1,1,0,0,0,0,2,6,1,0
76213,4,1,1,7,0,0,0,0,9,4,1,0
69371,10,0,2,4,0,3,0,0,6,5,1,0
120884,10,0,1,5,0,0,0,0,7,1,1,0
87738,10,0,0,4,0,0,0,0,5,1,0,0
52504,8,0,0,1,0,0,0,0,3,1,1,0
50577,0,0,1,5,1,0,0,0,7,0,1,0
10598,9,0,1,2,0,0,0,0,4,1,1,0
111575,3,0,7,0,0,0,0,0,1,6,0,0
74297,9,0,3,5,0,1,0,0,7,1,2,0
11092,8,0,0,5,0,0,0,0,7,0,1,0
15744,4,0,1,6,0,1,0,1,8,1,1,0
23828,4,1,5,4,0,2,0,2,6,3,4,0
124763,0,0,3,3,0,1,0,2,5,4,2,0
96204,10,0,0,1,0,0,0,0,2,1,0,0
28840,8,0,0,0,0,0,0,0,0,0,0,0
36833,9,0,6,0,0,0,0,0,0,1,0,0
114660,2,0,1,8,0,1,0,2,10,1,1,0
120854,0,1,0,1,0,0,0,0,2,0,0,0
40217,9,0,0,2,0,0,0,0,4,1,1,0
43810,1,0,2,7,0,1,0,0,9,1,1,0
98663,3,0,1,7,0,1,0,3,9,1,1,0
117460,1,0,6,0,0,0,0,0,0,1,0,0
132218,2,0,7,0,0,1,0,0,4,1,0,0
58376,4,0,7,0,0,2,0,1,2,7,0,0
48532,6,0,3,2,0,0,0,0,3,4,2,0
109555,4,0,1,4,0,1,0,0,6,1,1,0
83729,8,0,5,0,0,2,0,0,1,1,1,0
57033,4,2,1,8,0,0,1,3,10,1,1,1
111060,7,2,2,7,1,2,0,0,9,6,1,1
116526,8,0,1,7,0,2,0,1,9,3,1,0
30153,7,0,6,0,0,0,0,0,0,3,0,0
120950,5,0,1,8,0,1,0,2,10,1,1,0
25191,3,0,1,5,0,0,0,3,7,3,1,0
122837,6,1,1,1,0,0,0,0,3,4,1,0
64812,4,0,7,0,0,1,0,0,1,1,0,0
117787,3,0,2,5,0,1,0,0,7,4,1,0
17651,6,2,7,0,0,0,0,0,3,5,0,0
63817,4,0,1,7,0,1,0,3,9,3,1,0
97988,10,0,6,0,0,0,0,0,0,1,0,0
119292,10,0,0,4,0,0,0,0,5,0,0,0
59951,1,2,1,5,0,0,1,1,7,6,1,0
93343,4,0,7,0,0,3,0,2,10,7,0,0
138299,5,1,7,0,0,1,0,0,2,3,0,0
109987,4,2,1,8,1,1,0,0,10,0,1,0
63101,0,0,0,5,0,0,0,0,7,3,1,0
124504,6,0,1,3,0,0,0,1,5,4,1,0
104588,7,0,2,8,0,1,0,0,10,6,1,1
38081,9,0,1,3,0,0,0,0,5,1,1,0
18440,2,0,2,6,0,2,0,0,8,1,1,0
56654,4,0,4,3,0,0,0,1,5,6,3,0
99322,0,0,0,3,0,0,0,1,5,0,0,0
81603,3,1,5,1,0,2,0,3,2,6,1,0
136128,8,0,1,5,0,1,0,0,7,1,1,0
16963,10,0,0,0,0,0,0,0,0,0,0,0
115291,2,0,1,4,0,0,0,1,5,1,1,0
46785,1,0,7,0,0,2,0,0,3,5,0,0
77337,8,0,3,5,0,1,0,0,7,1,2,0
48640,8,0,1,8,0,2,0,0,10,1,1,0
118983,2,0,2,4,0,1,0,1,6,1,1,1
52007,7,0,0,2,0,0,0,0,4,6,0,0
20706,10,0,0,4,0,0,0,0,6,1,0,0
25171,2,0,1,7,0,0,0,0,9,6,1,0
29323,8,0,1,7,0,1,0,1,9,1,1,0
10781,9,0,4,7,0,1,0,0,9,5,3,0
13003,3,1,1,7,0,1,0,2,9,1,1,0
77391,0,0,6,0,0,0,0,0,1,4,0,0
130093,6,0,1,8,0,3,0,2,10,0,1,0
41889,8,2,1,7,0,0,1,0,9,2,1,1
32164,5,0,0,5,0,0,0,3,7,7,0,0
85746,2,0,2,2,0,1,0,0,4,1,1,0
103180,6,0,5,4,0,1,0,0,5,5,1,0
113781,4,0,1,8,0,1,0,3,10,1,1,0
119411,3,0,4,8,0,3,0,2,10,3,3,0
106600,5,0,5,0,0,1,0,1,2,3,4,0
48318,9,0,1,5,0,0,0,0,7,4,1,0
118162,5,0,1,7,0,0,0,1,9,3,1,0
97696,6,1,7,0,0,1,1,2,2,1,0,0
48962,4,0,1,1,0,0,0,0,3,2,1,0
71384,4,2,1,3,0,0,0,0,5,7,1,0
32755,9,0,0,4,0,0,0,1,5,3,1,0
32962,1,0,1,8,0,2,0,2,10,2,1,0
83608,10,0,1,2,0,0,0,0,4,1,1,0
103468,1,2,1,0,1,0,0,0,2,1,1,1
89577,1,0,1,5,0,0,0,2,7,1,1,0
106425,7,0,1,1,0,0,0,0,2,1,1,0
107551,4,0,5,6,0,2,0,2,8,5,4,0
130954,7,0,7,0,0,1,0,0,2,1,0,0
130711,4,0,7,0,0,2,0,0,2,2,0,0
25902,7,0,4,5,0,2,0,0,7,1,3,0
6126,5,0,7,0,0,1,0,0,2,1,0,0
48634,10,0,1,3,0,0,0,0,5,1,1,0
137398,10,0,6,0,0,1,0,0,1,1,0,0
28457,8,0,1,8,0,1,0,0,10,0,1,0
107370,10,0,3,6,0,1,0,0,8,0,2,0
58312,0,0,1,3,0,0,1,0,5,5,1,0
70891,6,0,1,5,0,1,0,3,7,0,1,0
117803,2,0,1,1,0,0,0,0,2,7,1,0
51250,3,0,1,0,0,0,0,0,2,1,1,0
518,6,0,6,0,0,0,0,0,0,7,0,0
25137,5,0,4,7,0,2,0,2,9,7,3,0
119114,6,0,3,3,0,2,0,0,5,0,2,0
97575,7,0,1,7,0,1,0,1,9,1,1,0
